StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,261 - personal_1,261 - personal_2,261 - personal_3,261 - user query,261 - rating_12,261 - rating_13,261 - rating_14,261 - rating_15,261 - rating_16,261 - rating_17,297 - personal_1,297 - personal_2,297 - personal_3,297 - user query,297 - rating_1,297 - rating_2,297 - rating_3,297 - rating_4,297 - rating_5,297 - rating_12,244 - personal_1,244 - personal_2,244 - personal_3,244 - user query,244 - rating_12,244 - rating_13,244 - rating_14,244 - rating_15,244 - rating_16,244 - rating_17,238 - personal_1,238 - personal_2,238 - personal_3,238 - user query,238 - rating_1,238 - rating_2,238 - rating_3,238 - rating_4,238 - rating_5,238 - rating_12,Random ID,mistakes
2022-02-14 11:23:47,2022-02-14 11:32:45,0,99.23.146.214,100,537,1,2022-02-14 11:32:45,R_1dGnRtpMUwStJRN,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,1,,0,0,,1,4,4,sore throat remedies,5,3,3,5,5,1,1,4,4,altitude sickness prevention,5,4,4,5,5,1,1,1,1,Old Town Scottsdale history,5,4,5,5,5,1,4,2,5,President George H.W. Bush biography,3,5,2,5,4,1,589771178574,0
2022-02-14 11:29:26,2022-02-14 11:34:01,0,173.47.178.180,100,275,1,2022-02-14 11:34:02,R_3KAEj9xgofYjrgH,,,,,35.027496337890625,-99.08489990234375,anonymous,EN,1,,0,20,,5,5,5,What is the best remedy for a sore throat?,5,5,4,4,4,2,5,5,5,Will the altitude cause any problems when traveling to Mexico city,4,5,4,4,4,5,5,4,5,History information on Scottsdale Arizona.,4,4,4,4,5,4,5,5,5,I would like to know about George w. Bush biography.,4,5,3,4,5,2,594546549557,4
2022-02-14 11:30:27,2022-02-14 11:34:07,0,68.248.147.9,100,219,1,2022-02-14 11:34:07,R_2fHTZMzTKWASter,,,,,38.2689971923828125,-85.49340057373046875,anonymous,EN,1,,0,20,,2,5,5,sore throat folk remedy,5,3,4,4,4,1,2,4,4,altitude sickness prevention,5,4,3,3,5,2,1,4,4,old town scottsdale history,5,4,5,3,4,1,2,2,4,george h w bush biography,4,5,2,5,5,1,108954327646,1
2022-02-14 11:32:49,2022-02-14 11:34:21,0,104.37.172.151,100,92,1,2022-02-14 11:34:22,R_24Rqkggj48wuOWd,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,1,,0,25,,4,3,4,GOOD,3,4,4,4,3,5,4,4,3,GOOD,4,4,3,5,4,3,4,4,3,17 IN ARIZONA,3,5,4,3,2,4,4,3,5,GOOD,3,5,4,4,4,5,257707282830,4
2022-02-14 11:31:45,2022-02-14 11:34:40,0,99.2.65.40,100,174,1,2022-02-14 11:34:40,R_3IPLKCRmgMxg7Uw,,,,,30.2754974365234375,-81.5814971923828125,anonymous,EN,1,,0,0,,3,3,4,Home remedies for sore throat that makes it hard to swallow?,5,3,3,5,5,1,3,3,4,What can you do to prevent altitude sickness in high elevation cities?,5,4,5,5,5,1,3,3,4,History of Old Town Scottsdale?,5,4,5,4,5,1,3,3,4,George H. W. Bush biography.,4,5,3,5,5,1,843887168262,0
2022-02-14 11:26:06,2022-02-14 11:35:53,0,172.115.116.106,100,587,1,2022-02-14 11:35:53,R_10NQlFRW8giVVW4,,,,,34.21929931640625,-118.98419952392578125,anonymous,EN,1,,0,5,,4,4,5,What are some alternative at-home remedies for a sore throat?,5,2,5,4,5,1,4,3,4,I would like potential treatments or remedies to try for altitude sickness.,4,3,4,5,4,1,2,2,4,"What is the history of Old Town Scottsdale, Arizona?",4,3,5,4,4,1,4,3,5,What are the best biographies about US President George H.W. Bush?,3,4,2,4,5,1,877752216882,0
2022-02-14 11:30:52,2022-02-14 11:36:20,0,67.48.187.219,100,327,1,2022-02-14 11:36:20,R_2qwu6pzpDEF4hFv,,,,,26.181304931640625,-97.74829864501953125,anonymous,EN,0.800000011920928955078125,,0,20,,5,5,5,sore throat home remedies,5,2,4,5,5,1,1,5,4,altitude sickness relief,5,5,5,5,3,1,2,4,3,old town scottsdale history,5,5,5,2,5,1,4,5,5,George W. Busch life and biography,5,5,3,5,5,1,258408043044,0
2022-02-14 11:34:58,2022-02-14 11:38:00,0,172.58.159.249,100,182,1,2022-02-14 11:38:00,R_AgkEjCxiu9IUjnP,,,,,35.231597900390625,-80.84279632568359375,anonymous,EN,0.89999997615814208984375,,0,0,,4,4,4,Folk remedies for a sore throat,5,3,3,5,4,1,3,4,3,How to treat altitude sickness?,5,3,4,5,1,3,3,4,3,History of Scottsdale in Arizona,5,5,5,3,4,1,4,3,3,president George H.W. Bush biography,5,5,3,5,5,1,882637110841,1
2022-02-14 11:29:24,2022-02-14 11:38:07,0,71.175.57.223,100,522,1,2022-02-14 11:38:07,R_3R7UctIK1tMCJ8e,,,,,39.9040069580078125,-75.50890350341796875,anonymous,EN,0.89999997615814208984375,,0,5,,3,4,4,Quick remedies for a sore throat,4,3,3,4,5,1,2,2,3,Treatments to prevent altitude sickness,5,3,4,5,1,1,2,3,4,"Old Town Scottsdale history ",4,2,5,3,3,1,2,2,4,Biographies of George H.W. Bush,3,4,2,4,5,1,421933276113,0
2022-02-14 11:30:59,2022-02-14 11:38:38,0,75.133.29.59,100,458,1,2022-02-14 11:38:38,R_2UYDXZBdPEChmCr,,,,,44.44549560546875,-83.35810089111328125,anonymous,EN,1,,0,0,,4,5,5,home remedies for sore throat,5,3,3,5,5,0,1,3,4,how to prevent altitude sickness,5,3,3,3,5,1,1,2,4,"Old Town Scottsdale, Arizona",5,5,5,5,5,2,2,3,4,George H.W. Bush facts,5,5,5,5,5,1,833989926171,2
2022-02-14 11:29:15,2022-02-14 11:38:38,0,63.75.240.37,100,563,1,2022-02-14 11:38:39,R_DxaXCCNVoYGWxBD,,,,,40.7156982421875,-74,anonymous,EN,1,,0,0,,4,4,4,how to cure throat infection,4,2,4,5,4,2,4,5,4,how to prevent sickness in mexico,4,2,3,4,4,3,4,5,4,about scottsdale history,4,2,4,4,4,3,4,5,4,information about us president bush,4,4,3,4,4,3,902964497357,4
2022-02-14 11:34:25,2022-02-14 11:39:10,0,71.196.105.158,100,284,1,2022-02-14 11:39:10,R_22RekaKlKjsIWlA,,,,,26.0070037841796875,-80.1219024658203125,anonymous,EN,0.89999997615814208984375,,0,0,,5,4,5,folk remedies for sore throat,5,3,4,4,5,1,5,4,5,altitude sickness treatments,5,3,5,4,4,1,4,5,5,Old Town Scottsdale history,5,3,5,3,5,1,5,5,4,George H. W. Bush biographies,3,5,2,5,5,1,171985391038,0
2022-02-14 11:35:50,2022-02-14 11:41:47,0,24.163.27.166,100,356,1,2022-02-14 11:41:48,R_2w0HfepzB09Zw9J,,,,,36.0330047607421875,-80.3916015625,anonymous,EN,0.89999997615814208984375,,0,0,,4,4,4,Folk remedies for sore throat,4,2,1,4,5,1,2,2,4,Altitude sickness treatments,4,3,4,4,4,1,1,2,4,Old Town Scottsdale History,5,3,5,4,4,1,4,2,4,Biography of George H. W. Bush,3,4,2,4,4,1,927005468471,0
2022-02-14 11:33:52,2022-02-14 11:41:50,0,173.198.160.217,100,477,1,2022-02-14 11:41:50,R_1pLPkEgvM0Ufq1C,,,,,43.9600982666015625,-111.69750213623046875,anonymous,EN,1,,0,5,,5,5,5,Natural sore throat remedies,4,2,1,3,5,1,4,4,5,How to prevent or treat altitude sickness,4,3,4,4,5,1,2,4,4,"History of Old Town Scottsdale, AZ",4,3,5,3,4,1,4,1,5,US President George H.W. Bush Bio,3,5,2,5,5,1,368422328261,0
2022-02-14 11:39:01,2022-02-14 11:44:16,0,172.0.73.38,100,315,1,2022-02-14 11:44:17,R_2tbQ0qqDENFH0VE,,,,,37.9759979248046875,-122.33589935302734375,anonymous,EN,1,,0,0,,5,4,5,Sore Throat folk remedies,5,1,3,2,5,1,4,5,5,Altitude Sickness treatments,4,3,5,4,4,2,1,5,4,Old Town Scottsdale History,5,2,5,3,4,1,5,5,5,George H. W. Bush biography,2,5,2,4,3,1,808769721444,1
2022-02-14 11:39:46,2022-02-14 11:44:28,0,73.187.219.99,100,282,1,2022-02-14 11:44:29,R_1cSLKf0Sdt2Knbv,,,,,40.7957000732421875,-77.8618011474609375,anonymous,EN,0.89999997615814208984375,,0,10,,4,4,3,folk remedies to sore and sleep wel,5,2,3,4,4,2,2,2,1,treatment of altitude sickness of Mexico city,3,2,4,4,5,2,2,3,3,history of Old Town Scottsdale,5,4,5,4,4,2,3,3,2,life history about George Bush,4,5,3,3,3,1,750076787476,3
2022-02-14 11:31:43,2022-02-14 11:47:09,0,173.225.145.75,100,926,1,2022-02-14 11:47:10,R_2QJuNorXWja1Xam,,,,,45.7364044189453125,-94.165802001953125,anonymous,EN,0.89999997615814208984375,,0,0,,5,5,4,"sore throat treatment alternatives folk remedies old ",5,2,1,4,5,1,2,4,2,altitude sickness techniques or treatments to reduce,5,3,5,5,4,1,1,4,2,"Scottsdale, AZ Old Town history before Phoenix",4,2,5,3,4,1,5,2,5,President George H. W. Bush biography information accomplishments,4,5,2,5,5,1,770831056358,0
2022-02-14 11:44:27,2022-02-14 11:47:36,0,68.103.246.15,100,188,1,2022-02-14 11:47:36,R_2copVnikYoAN3Qp,,,,,37.668701171875,-97.22170257568359375,anonymous,EN,1,,0,0,,4,4,5,Sore throat remedies,5,3,5,5,5,1,4,4,5,altitude sickness treatments,5,4,5,5,4,1,1,3,4,Oldtown Scottsdale AZ local history,5,1,5,2,4,0,4,1,5,George H.W. Bush biographies,4,5,2,5,5,0,284862642269,2
2022-02-14 11:44:32,2022-02-14 11:48:02,0,67.189.76.92,100,210,1,2022-02-14 11:48:02,R_2ZTw1LLKLnQXxFT,,,,,45.411102294921875,-122.687103271484375,anonymous,EN,1,,0,0,,3,4,4,folk remedies for a sore throat,5,2,4,2,5,1,1,4,4,Prevention and treatment for altitude sickness,5,4,5,5,5,2,1,4,4,Old Town Scottsdale AZ history,5,3,5,4,5,1,2,4,4,George H. W. Bush biography,2,5,2,5,5,1,313827473972,1
2022-02-14 11:48:10,2022-02-14 11:50:08,0,172.82.147.190,100,118,1,2022-02-14 11:50:10,R_1kZYk2PrVJEJE6N,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.89999997615814208984375,,0,35,,4,4,4,GOOD,5,5,5,5,5,5,4,4,4,GOOD,5,5,5,5,5,5,4,4,4,GOOD,5,5,5,5,5,5,4,4,4,GOOD,5,5,5,5,5,5,586593958246,4
2022-02-14 11:39:05,2022-02-14 11:50:20,0,70.176.79.62,100,674,1,2022-02-14 11:50:21,R_3LbAAvBXjv9Msds,,,,,32.2129974365234375,-110.82790374755859375,anonymous,EN,1,,0,0,,2,5,5,folk remedies for sore throat,5,2,2,4,5,1,1,5,5,how to prevent altitude sickness,5,2,4,4,4,1,1,5,5,history of Old Town Scottsdale,5,2,5,3,4,1,1,4,5,Biographies of George H. W. Bush,3,5,1,5,5,1,679426052118,0
2022-02-14 11:45:08,2022-02-14 11:50:36,0,67.253.21.12,100,328,1,2022-02-14 11:50:36,R_3Gjs30uOrSMjzJ6,,,,,44.2115020751953125,-69.0735015869140625,anonymous,EN,1,,0,0,,5,5,5,home remedies sore throat,5,2,4,3,4,1,2,5,5,Mexico City altitude sickness prevention,3,3,4,4,5,3,1,4,5,Old Town Scottsdale history,5,4,5,3,3,2,5,4,5,George HW Bush biographies,4,5,2,5,4,1,976386207551,2
2022-02-14 11:50:41,2022-02-14 11:51:32,0,47.187.199.165,100,51,1,2022-02-14 11:51:33,R_XTH7HCsagmeqX97,,,,,33.080902099609375,-96.72409820556640625,anonymous,EN,0.89999997615814208984375,,0,0,,1,1,1,remedies,3,3,4,3,3,2,1,2,2,Mexico,3,3,3,2,2,3,1,1,2,Arizona,1,3,4,2,3,2,1,1,1,Bush,2,3,3,3,4,2,543064001738,4
2022-02-14 11:50:26,2022-02-14 11:53:58,0,47.160.166.249,100,211,1,2022-02-14 11:53:58,R_21gs4SZsUd8nXoS,,,,,29.5182952880859375,-95.0977020263671875,anonymous,EN,0.89999997615814208984375,,0,0,,4,4,5,emergency homemade sore throat remedies,4,2,4,4,5,1,1,2,4,altitude sickness remedies,5,4,5,5,3,2,1,4,5,Old town Scottsdale Phoenix,4,4,4,5,4,1,4,4,5,George W Bush biography,3,5,2,5,5,1,948095247335,1
2022-02-14 11:51:56,2022-02-14 11:54:33,0,107.77.229.92,100,156,1,2022-02-14 11:54:34,R_2dfLR6cZyJR7lwH,,,,,33.948394775390625,-118.249298095703125,anonymous,EN,0.89999997615814208984375,,0,0,,5,4,5,sore throat home remedies,5,2,3,5,5,1,1,2,5,altitude sickness treatment,5,5,5,5,5,2,1,1,5,arizona old town scottsdale history before phoenix,5,4,5,5,5,1,2,1,5,george h. w. bush biography,3,5,1,5,5,1,284179094713,1
2022-02-14 11:50:21,2022-02-14 11:54:41,0,98.148.98.120,100,259,1,2022-02-14 11:54:41,R_UGu4orr0453jmFP,,,,,33.8838043212890625,-118.1260986328125,anonymous,EN,1,,0,0,,5,4,5,Ways to threat a sore throat at home.,5,2,4,4,5,1,5,5,5,How can I avoid altitude sickness when traveling to Mexico City,4,3,4,4,5,1,1,4,4,History of Old Town Scottsdale,4,3,5,4,4,1,5,3,5,"Biography on former US president, George H.W. Bush",3,4,2,5,5,1,806396902515,0
2022-02-14 11:48:59,2022-02-14 11:55:30,0,71.71.214.155,100,390,1,2022-02-14 11:55:30,R_1gBmM9NfXYek5yt,,,,,35.2227020263671875,-80.79380035400390625,anonymous,EN,1,,0,0,,4,4,4,What are some homemade remedies that help with a sore throat?,5,2,1,4,5,1,4,1,4,What are ways to prevent altitude sickness?,5,3,5,4,3,1,1,1,2,"History and events that happened in Old Town Scottsdale, Arizona before being taken over by Phoenix?",5,3,5,2,5,1,3,3,5,Biographies written about President George H.W.Bush?,1,4,1,4,5,1,165256510861,0
2022-02-14 11:50:58,2022-02-14 11:56:23,0,76.105.14.4,100,324,1,2022-02-14 11:56:23,R_3oTIodV7tnnr1ft,,,,,38.6840972900390625,-121.067596435546875,anonymous,EN,1,,0,0,,4,2,5,sore throat folk remedy,4,3,3,3,4,1,2,3,4,altitude sickness remedies,5,3,4,4,4,2,2,4,4,History of Scottsdale Arizona,4,4,5,4,3,1,2,2,4,President Bush 41 biography,3,5,2,5,4,1,765958483167,1
2022-02-14 11:53:46,2022-02-14 11:56:24,0,67.164.96.205,100,157,1,2022-02-14 11:56:24,R_tYgNeyuN1zI1i4p,,,,,37.347900390625,-122.03509521484375,anonymous,EN,0.89999997615814208984375,,0,0,,3,4,4,remedies for sore throat,4,3,3,4,5,2,2,3,4,how to fight off altitude sickness,4,3,4,4,2,1,1,5,3,Old Town Scottsdale history arizona,4,3,5,3,3,1,1,4,5,Biographies of George W Bush,2,4,2,5,5,1,680244454229,1
2022-02-14 11:53:37,2022-02-14 11:57:00,0,198.14.16.143,100,203,1,2022-02-14 11:57:01,R_41jNoyGCrl6Hn7X,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,0.89999997615814208984375,,0,25,,4,5,4,wonder of the topic,4,4,5,4,4,4,4,5,4,very nice,4,5,5,4,3,4,4,5,4,very useful,5,4,5,4,4,4,4,5,4,nice story,5,5,4,4,5,4,972696929215,4
2022-02-14 11:54:09,2022-02-14 11:57:12,0,71.230.120.244,100,183,1,2022-02-14 11:57:13,R_3sBRlEs0Np635mx,,,,,39.91949462890625,-75.15650177001953125,anonymous,EN,1,,0,0,,4,4,5,how to prevent sore throat,5,2,4,4,4,2,4,4,5,how to prevent altitude sickness,4,4,5,5,4,3,2,3,2,Old Town ScottsDale,4,4,4,4,4,1,4,4,4,George Bush,4,4,5,4,5,1,182316364347,2
2022-02-14 11:51:38,2022-02-14 11:57:25,0,75.183.142.55,100,346,1,2022-02-14 11:57:25,R_1CxWorvnyVZiNJD,,,,,33.6988067626953125,-78.9160003662109375,anonymous,EN,1,,0,0,,4,4,5,folk remedies for a sore throat,4,1,3,3,4,1,4,4,5,treatments for altitude sickness,4,4,4,4,3,2,2,3,5,Old Town Scottsdale history,4,3,4,3,3,1,4,3,5,George H.W. Bush biographies,3,4,2,4,3,1,178307341132,1
2022-02-14 11:52:15,2022-02-14 11:57:25,0,173.59.41.233,100,310,1,2022-02-14 11:57:25,R_1erevDscEv4jMrp,,,,,39.92059326171875,-75.1826019287109375,anonymous,EN,1,,0,0,,4,4,5,sore throat home remedy natural,5,2,4,3,5,1,1,4,5,altitude sickness prevention and treatment,5,3,5,4,5,1,1,2,5,"Scottsdale, AZ Hwy 17 wiki",3,2,5,3,1,1,1,1,5,President George H W Bush bio,4,5,2,5,4,1,816533928643,0
2022-02-14 11:53:06,2022-02-14 11:57:28,0,23.120.78.114,100,262,1,2022-02-14 11:57:29,R_1mwachbe9wVdtM9,,,,,31.86810302734375,-90.40290069580078125,anonymous,EN,1,,0,0,,5,4,5,DIY folk remedy sore throat,4,1,3,5,5,1,2,2,5,DIY treatments and techniques for altitude sickness,5,4,5,4,4,1,1,3,4,"history of Old Town Scottsdale, AZ",4,2,4,3,4,1,4,3,5,Bio of George H W Bush,3,4,1,4,5,1,185937756183,0
2022-02-14 11:50:29,2022-02-14 11:57:58,0,24.121.151.118,100,448,1,2022-02-14 11:57:58,R_1f27q3L8OrrISi2,,,,,37.50140380859375,-118.4048004150390625,anonymous,EN,1,,0,0,,4,4,2,Home remedies for sore throat,5,3,4,4,5,2,1,3,3,Altitude sickness in mexico city.,5,3,5,4,5,4,1,2,2,What happened to Scottsdale?,5,4,5,4,4,1,2,2,5,George washington's bio,3,4,2,5,5,1,635175562696,2
2022-02-14 11:53:39,2022-02-14 11:58:53,0,68.54.214.71,100,313,1,2022-02-14 11:58:54,R_3e5qkkJHDC5OHAj,,,,,39.2050933837890625,-85.932403564453125,anonymous,EN,1,,0,0,,5,5,5,Sore throat folk remedies,5,3,4,3,5,1,3,4,4,Mexico City Altitude sickness treatments,5,3,5,5,5,1,2,4,2,Old Town Scottsdale near Phoenix - History,3,2,5,4,3,1,5,5,5,George H W Bush biographies,2,5,2,5,3,1,349463741318,0
2022-02-14 11:56:03,2022-02-14 11:59:29,0,96.28.19.65,100,206,1,2022-02-14 11:59:29,R_USfa0vpanImwDWF,,,,,39.029998779296875,-84.55899810791015625,anonymous,EN,1,,0,0,,5,3,5,how to help a sore throat at home,5,2,3,5,4,1,1,2,4,how to prevent altitude sickness,5,3,5,5,5,1,1,2,4,old town scottsdale history,5,3,5,4,5,1,3,1,5,best george h.w. bush biographies,3,5,1,5,5,1,976189905893,0
2022-02-14 11:52:45,2022-02-14 12:00:55,0,5.181.234.86,100,490,1,2022-02-14 12:00:55,R_2zbWX1lcjgHfztJ,,,,,40.7156982421875,-74,anonymous,EN,0.89999997615814208984375,,0,75,,4,4,4,sore throat quick remedy,4,3,5,4,5,3,4,4,4,"techniques to prevent altitude sickness ",4,3,4,5,4,3,4,4,4,History of Arizona,3,4,5,3,3,2,5,5,5,Former President George H.W Bush,3,3,4,5,4,2,504787833453,4
2022-02-14 11:55:27,2022-02-14 12:01:08,0,63.131.212.20,100,341,1,2022-02-14 12:01:09,R_3mgIE009P3EI9DO,,,,,38.2281036376953125,-84.86969757080078125,anonymous,EN,0.89999997615814208984375,,0,0,,4,4,5,"Sore throat home remedies ",5,3,1,4,4,1,4,4,4,"Prevention altitude sickness traveling ",5,4,4,4,5,1,4,4,5,History Old Town Scottsdale AZ,4,4,5,2,4,1,4,4,5,"Biography George H.W. Bush ",3,5,2,5,3,1,268036707583,4
2022-02-14 11:54:46,2022-02-14 12:01:13,0,204.191.189.222,100,386,1,2022-02-14 12:01:13,R_Q4clGM1VJid5Pep,,,,,53.54840087890625,-113.43779754638671875,anonymous,EN,1,,0,0,,4,3,4,"Home remedies for a sore throat ",5,3,4,4,5,2,2,4,4,Techniques or treatments for altitude sickness,4,3,5,4,5,1,2,4,4,History of Old Town Scottsdale before Phoenix,4,2,4,3,4,1,4,4,4,Biography of US President George H.W.Bush,2,3,2,5,4,1,571066588442,1
2022-02-14 11:55:24,2022-02-14 12:01:32,0,74.79.209.255,100,368,1,2022-02-14 12:01:32,R_2BsNU1DRXPk2Rvv,,,,,42.928497314453125,-76.5590972900390625,anonymous,EN,1,,0,0,,4,4,3,sore throat remedies,5,3,3,5,4,1,1,4,4,how to prevent altitude sickness,5,3,5,5,5,2,1,3,4,history of Old Town Scottsdale,5,4,5,3,5,1,4,2,5,Former president George HW Bush,4,5,2,5,4,1,932014057110,1
2022-02-14 11:58:19,2022-02-14 12:02:22,0,165.225.220.245,100,242,1,2022-02-14 12:02:22,R_3m4bU3WUo76dVlg,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,0.89999997615814208984375,,0,50,,4,4,4,home remedies for a sore throat,5,3,4,5,5,1,1,4,4,ways to prevent altitude sickness,5,4,5,5,5,1,1,4,4,Old Town Scottsdale history,5,4,5,3,5,1,2,3,4,biography of george h.w. bush,3,5,3,5,5,1,510288039990,0
2022-02-14 12:00:48,2022-02-14 12:04:26,0,104.7.224.89,100,218,1,2022-02-14 12:04:27,R_31YGa43cPQJLSjV,,,,,28.57269287109375,-80.8206024169921875,anonymous,EN,0.89999997615814208984375,,0,0,,1,5,4,sore throat remedies,5,2,4,3,4,1,1,5,4,altitude sickness treatments,5,2,5,4,4,2,1,5,4,Scottsdale Arizona history,4,2,5,3,3,1,1,5,5,George H.W. Bush biography,3,5,2,4,3,1,337219668808,1
2022-02-14 12:01:15,2022-02-14 12:04:31,0,71.63.47.189,100,195,1,2022-02-14 12:04:31,R_XzE9xD3ujhHiOsx,,,,,37.339202880859375,-77.41750335693359375,anonymous,EN,1,,0,0,,4,4,4,sore throat remedy,5,3,2,4,5,1,1,2,3,altitude sickness,5,4,5,5,2,2,1,1,3,Old Town Scottsdale,5,4,5,5,4,1,1,3,4,George H.W. Bush,4,5,3,5,3,1,897562647424,1
2022-02-14 11:59:52,2022-02-14 12:04:54,0,104.5.21.103,100,302,1,2022-02-14 12:04:56,R_1q7DNzU0XTXgdQ4,,,,,41.6226959228515625,-86.24520111083984375,anonymous,EN,1,,0,0,,4,3,4,folk remedies for sore thoats,5,3,3,4,4,1,5,4,5,how to prevent altitude sickness,5,3,5,5,5,2,2,4,4,old town scottsdale history,5,4,5,3,3,1,4,3,4,george w. bush biographies,4,5,4,5,4,1,764593960251,1
2022-02-14 12:04:23,2022-02-14 12:06:27,0,97.91.84.46,100,124,1,2022-02-14 12:06:27,R_2S1hdpw0HjiqskP,,,,,44.1551971435546875,-93.99610137939453125,anonymous,EN,1,,0,0,,2,2,4,sore throat folk remedies,5,2,3,3,2,1,1,2,4,altitude sickness treatments,5,4,5,4,3,1,1,3,4,Old Town Scottsdale history,5,4,4,2,3,1,2,1,5,"George HW Bush ",5,5,1,4,2,1,281286385934,0
2022-02-14 11:57:30,2022-02-14 12:07:12,0,71.238.89.92,100,581,1,2022-02-14 12:07:12,R_332nwQsYHnAAxrk,,,,,45.480499267578125,-122.63629913330078125,anonymous,EN,1,,0,5,,2,5,5,sore throat home remedies,5,3,5,5,5,3,2,2,5,"Ways to prevent altitude sickness. ",5,4,5,5,4,4,1,2,4,Old Town Scottsdale history,5,4,5,4,5,1,2,2,5,George H.W. Bush facts,4,5,3,5,5,1,716253124922,2
2022-02-14 11:52:26,2022-02-14 12:07:16,0,135.148.75.23,100,889,1,2022-02-14 12:07:16,R_2EhN36kmRkeFDZT,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,,,,,5,4,5,remedies for sore throat?,4,1,2,5,5,1,1,5,3,What are the techniques and treatment for preventing altitude sickness?,5,1,5,4,1,1,1,3,2,old town scottsdale histories before swallowed up by phoenix,4,3,3,5,1,1,5,5,5,biographies of president George H.W Bush,2,5,2,5,2,1,908557928050,0
2022-02-14 12:01:49,2022-02-14 12:07:36,0,24.113.30.48,100,346,1,2022-02-14 12:07:36,R_2SkjSoHc72bPFiU,,,,,48.1009979248046875,-123.43280029296875,anonymous,EN,0.89999997615814208984375,,0,20,,2,5,5,Home remedies for soar throat,5,1,1,2,5,1,2,5,4,Tips and treatments to prevent altitude sickness,5,2,5,5,3,1,1,4,3,History of Old Town Scottsdale Arizona,5,4,5,4,5,1,2,3,5,U.S. President George H. W. Bush Biography,3,4,1,5,4,1,561891576391,0
2022-02-14 11:59:18,2022-02-14 12:08:36,0,68.12.250.235,100,557,1,2022-02-14 12:08:37,R_2uEDcUPgEICqEmu,,,,,35.53759765625,-97.96379852294921875,anonymous,EN,0.800000011920928955078125,,0,0,,5,5,4,Suck on throat lozenges.,3,3,3,2,1,2,4,5,5,"Treat nausea with sea-sickness or car-sickness medications, like promethazine.",1,4,1,3,2,3,5,4,4,Yunus understood that this was an indication,2,3,3,4,2,4,4,5,5,Treat yourself to something special so you have something to look forward to. ...,3,3,2,2,1,3,836777723697,4
2022-02-14 12:03:28,2022-02-14 12:10:50,0,68.84.193.232,100,442,1,2022-02-14 12:10:52,R_1jNCAknqXF2JYRl,,,,,32.4062957763671875,-111.06330108642578125,anonymous,EN,0.89999997615814208984375,,0,0,,4,5,4,Gargle with warm salt water before bed.,5,2,5,5,4,5,4,5,4,"Stop and rest frequently, especially as shortness of breath or fatigue come on.",4,5,4,4,3,5,4,5,4,"You would want a suit that's resistant to hydrochloric acid, so that you could survive in the whale's stomachs.",5,4,4,5,3,4,4,5,5,"Treat yourself to something special so you have something to look forward to. ",5,3,4,4,5,2,769552282406,4
2022-02-14 12:04:59,2022-02-14 12:11:52,0,45.35.97.203,100,412,1,2022-02-14 12:11:52,R_2EyQLkxAnwqEwM3,,,,,34.0493927001953125,-118.2660980224609375,anonymous,EN,1,,0,25,,4,5,4,sore throat,4,4,4,4,5,5,4,5,4,business trip,5,4,4,5,4,4,4,5,4,history of old town,4,5,4,4,4,5,4,5,4,US Presitent George,4,4,4,5,5,5,767862060107,4
2022-02-14 12:11:07,2022-02-14 12:12:44,0,198.14.22.227,100,96,1,2022-02-14 12:12:44,R_0VBMxPmthJqKwM1,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,1,,0,35,,3,4,4,GOOGLE,5,3,4,5,4,4,3,4,4,GOOGLE,3,4,4,4,5,5,3,4,4,GOOGLE,4,4,5,5,4,4,3,4,4,GOOGLE,5,4,4,4,4,4,370381661830,4
2022-02-14 12:09:52,2022-02-14 12:13:36,0,74.71.225.26,100,224,1,2022-02-14 12:13:37,R_24OQFvB8nImM5I4,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,1,,0,0,,4,5,4,LATE SLEEP AND HEALTHY CHANGES,5,4,3,5,5,5,4,5,5,SICKNESS ATITUDE AND MEXICO CITY DETAILED INTRUCTION ABOUT A HEALTH CHANGES,4,4,5,5,4,3,4,4,3,DRIVING NORTH IS BEATIFULL TO LIKE A RIDE WITH ALL,5,5,4,4,5,4,4,5,4,YE S I ALWAYS LIKE TO  READ SOME BIOS,4,4,5,5,4,5,985499979951,4
2022-02-14 12:03:50,2022-02-14 12:13:45,0,198.14.22.231,100,594,1,2022-02-14 12:13:46,R_3rSpuupdjOzvB97,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,1,,0,25,,4,4,3,folk remedies of cough and easy sleep,4,5,4,3,4,4,4,3,4,treatments are high suffer sickness,4,4,4,5,5,5,4,3,4,old town Scottsdale history,4,3,3,4,4,2,4,3,3,U.S President George H.W. Bush Life History,4,3,4,4,4,5,969223527633,4
