StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,261 - personal_1,261 - personal_2,261 - personal_3,261 - user query,261 - ranking_0_GROUP,261 - ranking_0_1_RANK,261 - ranking_0_2_RANK,261 - ranking_0_3_RANK,261 - ranking_0_4_RANK,261 - ranking_0_5_RANK,261 - ranking_0_6_RANK,Q16_0_GROUP,Q16_0_1_RANK,Q16_0_2_RANK,Q16_0_3_RANK,Q16_0_4_RANK,Q16_0_5_RANK,Q16_0_6_RANK,Q15_0_GROUP,Q15_0_1_RANK,Q15_0_2_RANK,Q15_0_3_RANK,Q15_0_4_RANK,Q15_0_5_RANK,Q15_0_6_RANK,297 - personal_1,297 - personal_2,297 - personal_3,297 - user query,297 - ranking_0_GROUP,297 - ranking_0_1_RANK,297 - ranking_0_2_RANK,297 - ranking_0_3_RANK,297 - ranking_0_4_RANK,297 - ranking_0_5_RANK,297 - ranking_0_6_RANK,244 - personal_1,244 - personal_2,244 - personal_3,244 - user query,244 - ranking_0_GROUP,244 - ranking_0_1_RANK,244 - ranking_0_2_RANK,244 - ranking_0_3_RANK,244 - ranking_0_4_RANK,244 - ranking_0_5_RANK,244 - ranking_0_6_RANK,238 - personal_1,238 - personal_2,238 - personal_3,238 - user query,238 - ranking_0_GROUP,238 - ranking_0_1_RANK,238 - ranking_0_2_RANK,238 - ranking_0_4_RANK,238 - ranking_0_5_RANK,238 - ranking_0_6_RANK,238 - ranking_0_3_RANK,Random ID,mistakes
2022-02-14 13:54:13,2022-02-14 13:56:14,0,162.221.219.28,100,121,1,2022-02-14 13:56:14,R_spLifmsek87lFsZ,,,,,38.093597412109375,-84.5009002685546875,anonymous,EN,1,,0,0,,4,4,4,cough home remedy,"3,1,2,5,6,4",2,3,1,6,4,5,,,,,,,,,,,,,,,4,3,4,altitude sickness mexico city,"5,3,2,1,4,6",4,3,2,5,1,6,4,3,4,old town scottsdale,"1,2,3,4,5,6",1,2,3,4,5,6,4,4,4,george hw bush biography,"1,2,5,6,4,3",1,2,5,3,4,6,16592305426,2
2022-02-14 13:58:17,2022-02-14 14:03:11,0,24.14.17.170,100,293,1,2022-02-14 14:03:11,R_1qe8DQPJ46LFWsY,,,,,42.36669921875,-88.092498779296875,anonymous,EN,1,,0,0,,5,5,5,what are old time recipes for sore throat,"2,5,1,4,3,6",3,1,5,4,2,6,,,,,,,,,,,,,,,4,4,4,what is altitude sickness,"2,5,1,3,4,6",3,1,4,5,2,6,5,5,5,topics on old town scottsdale,"5,3,1,2,4,6",3,4,2,5,1,6,4,4,4,WHO WAS GEORGE H.W. BUSH,"4,1,6,5,2,3",2,5,1,4,3,6,10179138621,1
2022-02-14 14:03:15,2022-02-14 14:05:56,0,98.47.214.52,100,161,1,2022-02-14 14:05:56,R_sU8UXll8qc535FT,,,,,37.6403045654296875,-122.0666961669921875,anonymous,EN,1,,0,0,,3,4,5,natural sore throat remedies,"1,5,3,4,2,6",1,5,3,4,2,6,,,,,,,,,,,,,,,2,4,4,altitude sickness cures,"1,3,4,2,5,6",1,4,2,3,5,6,1,1,2,Scottsdale AZ history,"1,3,5,2,4,6",1,4,2,5,3,6,3,1,5,president hw bush,"2,5,1,6,4,3",3,1,5,2,4,6,72324757543,1
2022-02-14 14:02:43,2022-02-14 14:07:12,0,185.209.179.60,100,269,1,2022-02-14 14:07:13,R_3fxZmVdgy2r482p,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,0.89999997615814208984375,,0,105,,4,5,4,sore throat home treatment,"1,4,3,5,2,6",1,5,3,2,4,6,,,,,,,,,,,,,,,1,4,4,treatment for altitude sickness,"5,3,4,1,2,6",4,5,2,3,1,6,1,4,5,history of Old Town Scottsdale,"1,5,2,3,4,6",1,3,4,5,2,6,4,4,5,George H. W. Bush,"5,2,1,4,6,3",3,2,4,1,5,6,35374690452,1
2022-02-14 14:02:04,2022-02-14 14:08:18,0,72.128.220.216,100,373,1,2022-02-14 14:08:18,R_1lc7FJgTjmLB3Kd,,,,,42.666900634765625,-88.26300048828125,anonymous,EN,1,,0,0,,4,2,5,folk remedy sore throat,"1,3,5,4,2,6",1,5,2,4,3,6,,,,,,,,,,,,,,,2,1,5,flight sickness treatments,"1,3,2,4,5,6",1,3,2,4,5,6,1,5,5,Old Town Scottsdale history,"1,3,5,2,4,6",1,4,2,5,3,6,3,1,5,George H. W. Bush biography,"2,5,6,1,4,3",4,1,5,2,3,6,95208630142,1
2022-02-14 14:05:38,2022-02-14 14:08:23,0,24.190.102.86,100,164,1,2022-02-14 14:08:23,R_UaWoL94yRPWCjQZ,,,,,40.7135009765625,-73.3545989990234375,anonymous,EN,1,,0,0,,5,5,5,Remedies for sore throat,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,4,5,5,How to prevent altitude sickness,"4,1,3,2,6,5",2,4,3,1,6,5,1,2,5,Old Town Scottsdale history,"3,1,2,4,5,6",2,3,1,4,5,6,5,1,5,George W Bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,56963964381,2
2022-02-14 14:12:14,2022-02-14 14:15:40,0,174.84.79.207,100,205,1,2022-02-14 14:15:40,R_2RQAK1b4zzXUcYi,,,,,42.9058990478515625,-83.99379730224609375,anonymous,EN,1,,0,0,,4,4,4,sore throat home remedies,"1,4,5,3,2,6",1,5,4,2,3,6,,,,,,,,,,,,,,,4,4,4,avoiding altitude sickness on plane,"3,1,4,2,5,6",2,4,1,3,5,6,2,4,4,history Scottsdale Arizona,"3,4,1,5,2,6",3,5,1,2,4,6,4,2,4,George H.W. Bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,61397339613,1
2022-02-14 14:12:35,2022-02-14 14:15:46,0,69.250.86.106,100,191,1,2022-02-14 14:15:46,R_3kvWdaQEYD41CFb,,,,,39.569305419921875,-76.98690032958984375,anonymous,EN,1,,0,0,,3,5,5,folk remedies for sore throat,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,3,4,5,How to prevent altitude sickness on an airplane,"1,4,3,5,2,6",1,5,3,2,4,6,3,5,5,"History of Scottsdale, Arizona","3,1,5,4,2,6",2,5,1,4,3,6,4,2,5,Biography for George H. W. Bush,"2,5,6,1,4,3",4,1,5,2,3,6,26671472848,1
2022-02-14 14:12:39,2022-02-14 14:16:43,0,86.143.133.139,100,243,1,2022-02-14 14:16:43,R_DTpx2bJWDe4Pma5,,,,,55.8621063232421875,-4.0312042236328125,anonymous,EN,0.89999997615814208984375,,0,5,,5,5,5,Can't get to sleep,"3,6,2,5,4,1",6,3,1,5,4,2,,,,,,,,,,,,,,,5,5,5,Business trip,"5,6,4,3,2,1",6,5,4,3,1,2,5,5,5,Driving north along highway 17 in Arizona.,"3,6,4,1,5,2",4,6,1,3,5,2,5,5,5,US president H.W. Bush,"5,6,4,2,3,1",6,4,3,1,2,5,28121824609,4
2022-02-14 13:56:05,2022-02-14 14:16:54,0,67.48.11.188,100,1248,1,2022-02-14 14:16:54,R_1lAijk2kqwk3rMk,,,,,33.1909027099609375,-96.6197967529296875,anonymous,EN,1,,0,0,,4,4,5,throat problem. he take cough drops and better out until morning.,"5,1,3,6,4,2",2,6,3,5,1,4,,,,,,,,,,,,,,,1,3,4,Make a  business trip.,"2,6,5,4,3,1",6,1,5,4,3,2,4,5,4,driving north along highway.,"2,5,1,3,4,6",3,1,4,5,2,6,5,4,5,about us president.,"6,1,4,5,2,3",2,5,3,4,1,6,64427237117,3
2022-02-14 14:07:07,2022-02-14 14:25:46,0,73.9.146.59,100,1118,1,2022-02-14 14:25:46,R_snHPLax4ZwpBEhb,,,,,41.7191009521484375,-88.3303985595703125,anonymous,EN,1,,0,0,,5,5,5,folk remedies for sore throat,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,2,4,5,Prevention and treatments for altitude sickness,"4,3,1,5,2,6",3,5,2,1,4,6,5,4,5,History of Old Town Scottsdale before swallowed up by Phoenix.,"3,1,5,2,4,6",2,4,1,5,3,6,4,4,5,Biography of George H. W. Bush,"5,2,6,1,4,3",4,2,5,1,3,6,90874787517,1
2022-02-14 14:23:51,2022-02-14 14:27:37,0,72.14.119.2,100,225,1,2022-02-14 14:27:37,R_AnfCHfqObsUtQEp,,,,,48.704803466796875,-95.750396728515625,anonymous,EN,1,,0,5,,4,3,4,At home remedies sore throat,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,3,4,4,How to prevent altitude sickness,"1,5,3,4,2,6",1,5,3,4,2,6,2,5,4,Old Town Scottsdale history,"3,1,5,2,4,6",2,4,1,5,3,6,1,2,4,George H.W. Bush biographies,"2,6,5,1,4,3",4,1,5,3,2,6,52510863263,1
2022-02-14 14:26:43,2022-02-14 14:28:12,0,156.96.62.62,100,89,1,2022-02-14 14:28:13,R_1FfApqiYGAu5ycQ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,,0,25,,4,5,4,ok,"3,5,2,1,4,6",4,3,1,5,2,6,,,,,,,,,,,,,,,4,5,4,ok,"5,1,4,3,6,2",2,6,4,3,1,5,4,5,4,ok,"3,1,2,6,4,5",2,3,1,5,6,4,4,5,4,ok,"2,3,5,6,4,1",6,1,5,3,4,2,11570417913,3
2022-02-14 14:24:50,2022-02-14 14:28:24,0,67.85.212.55,100,214,1,2022-02-14 14:28:25,R_p4MTkkRz10lz71v,,,,,40.671295166015625,-73.8943023681640625,anonymous,EN,1,,0,0,,2,4,4,sore throat natural remedies,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,1,3,4,altitude sickness prevention,"5,4,1,3,2,6",3,5,4,2,1,6,1,3,4,Old Town Scottsdale history,"3,1,4,5,2,6",2,5,1,3,4,6,1,2,5,george h. w. bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,55588408114,1
2022-02-14 14:27:32,2022-02-14 14:30:05,0,68.59.117.67,100,152,1,2022-02-14 14:30:06,R_8eI3oJSgwoK1q4V,,,,,30.7781982421875,-83.55190277099609375,anonymous,EN,1,,0,0,,4,4,5,Home remedies for sore throat,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,2,3,5,Altitude sickness prevention and treatment,"1,3,4,2,5,6",1,4,2,3,5,6,1,3,4,"Scottsdale, Arizona history","3,4,2,1,5,6",4,3,1,2,5,6,4,5,5,Best George H. W. Bush biographies,"2,5,6,1,4,3",4,1,5,2,3,6,26625281039,1
2022-02-14 14:28:11,2022-02-14 14:31:02,0,162.231.57.35,100,170,1,2022-02-14 14:31:02,R_2Y3z6CuMiz5Hktn,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,1,,0,0,,5,4,5,natural cough alternative,"1,5,3,4,2,6",1,5,3,4,2,6,,,,,,,,,,,,,,,2,3,5,how to prevent altitude sickness,"2,1,4,3,5,6",2,1,4,3,5,6,1,4,5,Old Town Scottsdale history,"1,2,4,3,5,6",1,2,4,3,5,6,4,2,5,George H W Bush bio,"2,1,5,4,6,3",2,1,4,3,5,6,75358064952,1
2022-02-14 14:28:29,2022-02-14 14:31:17,0,66.66.146.234,100,167,1,2022-02-14 14:31:17,R_3EGYrpbmQZX2mNu,,,,,43.220703125,-77.5991973876953125,anonymous,EN,0.89999997615814208984375,,0,0,,4,5,4,Home remedies sore throat,"5,1,4,3,2,6",2,5,4,3,1,6,,,,,,,,,,,,,,,2,5,4,Preventing high altitude sickness,"1,3,4,5,2,6",1,5,2,3,4,6,2,5,4,Early History Scottsdale AZ,"1,3,2,5,4,6",1,3,2,5,4,6,4,2,5,George H. W. Bush Bio,"6,5,2,1,4,3",4,3,5,2,1,6,28817363944,1
2022-02-14 14:26:12,2022-02-14 14:31:22,0,94.103.189.23,100,310,1,2022-02-14 14:31:23,R_2PoNKJjmau51Iaf,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,1,,0,85,,4,4,4,What are the ways to prevent cold?,"5,4,2,1,3,6",4,3,5,2,1,6,,,,,,,,,,,,,,,5,5,5,What are the medications prescribed for altitude sickness?,"5,3,4,1,6,2",4,6,2,3,1,5,5,5,5,Want to know about best history of phoenix?,"6,5,1,2,3,4",3,4,5,6,2,1,4,4,4,What is the history of US president George H.W. Bush?,"3,6,5,1,4,2",4,6,5,3,2,1,31517346911,3
2022-02-14 14:20:55,2022-02-14 14:31:44,0,185.229.59.175,100,648,1,2022-02-14 14:31:44,R_1OjyVKunbL2DKkp,,,,,39.1029052734375,-94.57129669189453125,anonymous,EN,0.89999997615814208984375,,0,75,,4,3,4,sore throat home remedy,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,2,3,3,altitude sickness techniques and treatments,"3,4,1,5,2,6",3,5,1,2,4,6,1,2,3,Old Town Scottsdale,"1,2,3,5,4,6",1,2,3,5,4,6,3,2,4,George H. W. Bush wiki,"5,2,6,1,4,3",4,2,5,1,3,6,56668584647,1
2022-02-14 14:28:46,2022-02-14 14:31:47,0,98.178.201.59,100,181,1,2022-02-14 14:31:48,R_3PoTxWV2UlyzMHc,,,,,29.8972930908203125,-90.20330047607421875,anonymous,EN,1,,0,0,,4,4,4,folk remedies for sore throat,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,3,4,4,best treatment for high altitude sickness,"3,4,5,1,2,6",4,5,1,2,3,6,2,3,3,history of old town scottsdale,"3,1,5,4,2,6",2,5,1,4,3,6,4,4,4,president george h w bush biography,"6,5,2,1,4,3",4,3,5,2,1,6,18781836587,1
2022-02-14 14:29:19,2022-02-14 14:33:04,0,174.54.117.229,100,225,1,2022-02-14 14:33:04,R_1qU8pJhw8dgyOCo,,,,,40.00079345703125,-76.7696990966796875,anonymous,EN,1,,0,0,,2,4,3,folk remedies sore throat,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,5,5,5,altitude sickness treatment,"5,1,4,3,2,6",2,5,4,3,1,6,1,5,5,history of old town scottsdale arizona,"1,3,2,5,4,6",1,3,2,5,4,6,3,4,5,george h.w. bush biography,"5,6,2,1,4,3",4,3,5,1,2,6,83863166531,1
2022-02-14 14:31:03,2022-02-14 14:33:05,0,76.66.97.209,100,121,1,2022-02-14 14:33:05,R_UVCiji2mDHAtJct,,,,,43.678497314453125,-79.2935028076171875,anonymous,EN,0.89999997615814208984375,,0,0,,4,4,5,"folk remedies for coughs ","3,1,4,5,2,6",2,5,1,3,4,6,,,,,,,,,,,,,,,4,4,4,"how to prevent altitude sickness ","3,1,5,2,4,6",2,4,1,5,3,6,4,4,4,"old Scottsdale history ","3,1,5,4,2,6",2,5,1,4,3,6,4,4,4,"George w Bush life ","5,2,1,4,6,3",3,2,4,1,5,6,15033073748,1
2022-02-14 14:31:10,2022-02-14 14:33:09,0,192.119.160.243,100,119,1,2022-02-14 14:33:09,R_2QxMSrISjsDKexf,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,0.89999997615814208984375,,0,55,,2,4,4,How can I help out my sore threat?,"4,5,2,6,3,1",6,3,5,1,2,4,,,,,,,,,,,,,,,2,4,4,How can I help out for altitude sickness?,"4,2,3,6,1,5",5,2,3,1,6,4,2,2,4,What is the history of old town scottsdale?,"4,3,5,1,6,2",4,6,2,1,3,5,4,3,2,What did George Bush do as president?,"4,2,6,1,5,3",4,2,1,5,3,6,80942588888,4
2022-02-14 14:30:37,2022-02-14 14:33:15,0,71.135.7.251,100,157,1,2022-02-14 14:33:15,R_1dhq2sK7C1hei8o,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,0.89999997615814208984375,,0,0,,3,2,4,sore throat diy remedies,"1,3,5,4,2,6",1,5,2,4,3,6,,,,,,,,,,,,,,,3,2,4,altitude sickness prevention,"1,3,2,5,4,6",1,3,2,5,4,6,1,2,4,history of Old Town Scottsdale,"3,1,2,4,5,6",2,3,1,4,5,6,3,2,4,george h w bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,81283582688,1
2022-02-14 14:30:04,2022-02-14 14:35:23,0,67.233.140.43,100,319,1,2022-02-14 14:35:25,R_2sXapTzEm0SEJMC,,,,,28.927398681640625,-81.981903076171875,anonymous,EN,1,,,,,3,5,4,Sore throat fold remedies,"5,1,3,4,2,6",2,5,3,4,1,6,,,,,,,,,,,,,,,1,3,3,Treatment for altitude sickness,"5,1,4,3,2,6",2,5,4,3,1,6,1,4,4,History of old town scottsdale,"3,1,5,4,2,6",2,5,1,4,3,6,1,1,4,Top Biographie of President George H. W. Bush,"6,5,2,1,4,3",4,3,5,2,1,6,64054643562,1
2022-02-14 14:31:53,2022-02-14 14:35:39,0,71.218.173.189,100,226,1,2022-02-14 14:35:40,R_2fJxkBsRaTEN3ud,,,,,39.75860595703125,-104.91790008544921875,anonymous,EN,1,,0,0,,4,3,5,sore throat folk remedies,"1,5,4,3,2,6",1,5,4,3,2,6,,,,,,,,,,,,,,,2,4,4,"altitude sickness prevention, remedies","1,3,4,5,6,2",1,6,2,3,4,5,1,1,4,Old Town Scottsdale history,"3,1,5,2,4,6",2,4,1,5,3,6,1,1,5,Georege H. W. Bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,89567720263,2
2022-02-14 14:32:57,2022-02-14 14:36:12,0,98.36.187.124,100,195,1,2022-02-14 14:36:13,R_6n75rVO3dQS0Fhf,,,,,38.4272003173828125,-121.4420013427734375,anonymous,EN,1,,0,0,,5,4,4,Natural remedy for sore throat,"1,3,5,4,2,6",1,5,2,4,3,6,,,,,,,,,,,,,,,2,3,3,How to prevent altitude sickness,"1,4,3,5,2,6",1,5,3,2,4,6,1,1,2,Old Town Scottsdale history,"1,3,5,2,4,6",1,4,2,5,3,6,3,2,4,George H.W. Bush biography,"5,2,6,1,4,3",4,2,5,1,3,6,11299309425,1
2022-02-14 14:32:41,2022-02-14 14:36:41,0,172.115.140.1,100,240,1,2022-02-14 14:36:41,R_27mxVPhOQUYwCqj,,,,,34.236297607421875,-118.47979736328125,anonymous,EN,1,,0,0,,3,3,3,sore throat remedies,"1,5,2,3,4,6",1,3,4,5,2,6,,,,,,,,,,,,,,,2,3,5,"mexico city high altitude ","5,3,2,4,1,6",5,3,2,4,1,6,4,4,4,scottsdale history,"5,1,2,3,4,6",2,3,4,5,1,6,1,1,1,george hw bush bio,"2,6,5,1,4,3",4,1,5,3,2,6,26526764696,5
2022-02-14 14:28:48,2022-02-14 14:36:45,0,104.180.12.247,100,477,1,2022-02-14 14:36:46,R_33vecPMoGncCjcO,,,,,34.1056976318359375,-118.3285980224609375,anonymous,EN,1,,0,0,,5,1,5,Home remedies for sore throat at night,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,2,1,5,Preventing altitude sickness,"5,1,4,3,2,6",2,5,4,3,1,6,1,1,5,History of Old Town Scottsdale,"3,1,5,4,2,6",2,5,1,4,3,6,5,2,5,George H. W. Bush biography,"6,5,2,1,4,3",4,3,5,2,1,6,66792121673,1
2022-02-14 14:30:44,2022-02-14 14:37:00,0,73.214.206.210,100,376,1,2022-02-14 14:37:02,R_29svIkXQBuEFlsc,,,,,40.4241943359375,-79.76580047607421875,anonymous,EN,1,,0,0,,2,2,5,sore throat trouble swallowing folk remedies,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,4,4,4,prevention of altitude sickness,"5,1,2,3,4,6",2,3,4,5,1,6,2,4,5,Scottsdale AZ history old town,"3,4,5,1,2,6",4,5,1,2,3,6,4,4,5,George hw bush bio,"6,5,2,1,4,3",4,3,5,2,1,6,64679216886,1
2022-02-14 14:32:35,2022-02-14 14:37:04,0,67.86.188.84,100,269,1,2022-02-14 14:37:05,R_oY7Ro87cutKXEc1,,,,,40.251007080078125,-74.0503997802734375,anonymous,EN,0.89999997615814208984375,,0,0,,4,5,5,"Home remedies for sore throat ","5,1,4,3,2,6",2,5,4,3,1,6,,,,,,,,,,,,,,,2,2,4,"Techniques to prevent altitude sickness ","3,4,1,2,5,6",3,4,1,2,5,6,1,4,4,Old Town Scotsdale history,"3,1,5,4,2,6",2,5,1,4,3,6,4,4,5,Biography on George Bush,"5,2,6,1,4,3",4,2,5,1,3,6,97664593339,1
2022-02-14 14:33:00,2022-02-14 14:37:32,0,24.76.106.65,100,271,1,2022-02-14 14:37:32,R_3PpYmSgELaR3njO,,,,,49.8715972900390625,-97.1363983154296875,anonymous,EN,1,,0,0,,4,4,4,At home remedies for sore throat.,"5,3,4,1,2,6",4,5,2,3,1,6,,,,,,,,,,,,,,,1,4,4,Ways to avoid altitude sickness in Mexico city.,"5,4,1,3,2,6",3,5,4,2,1,6,1,4,5,Old town Scottsdale before Phoenix.,"3,5,1,2,4,6",3,4,1,5,2,6,1,1,4,About George H.W. Bush,"5,2,1,4,6,3",3,2,4,1,5,6,68413907850,1
2022-02-14 14:32:33,2022-02-14 14:38:52,0,206.45.175.90,100,378,1,2022-02-14 14:38:52,R_2doJXlUR7RTtpcq,,,,,49.5290985107421875,-96.68520355224609375,anonymous,EN,1,,0,0,,4,4,4,home remedies for sore throat,"5,4,1,2,3,6",3,4,5,2,1,6,,,,,,,,,,,,,,,1,4,4,how to stop altitude sickness,"1,4,5,3,2,6",1,5,4,2,3,6,1,2,4,Old Town Scottsdale history,"3,1,4,5,2,6",2,5,1,3,4,6,2,1,5,George H.W. Bush biography,"5,6,2,1,4,3",4,3,5,1,2,6,24262444977,1
2022-02-14 14:32:11,2022-02-14 14:39:10,0,209.6.244.79,100,419,1,2022-02-14 14:39:11,R_PNA5qL22ackxAI1,,,,,42.27960205078125,-71.12819671630859375,anonymous,EN,1,,0,0,,4,5,4,Folk remedies for sore throat,"1,5,3,4,2,6",1,5,3,4,2,6,,,,,,,,,,,,,,,2,3,3,Treatments for altitude sickness,"1,3,4,5,2,6",1,5,2,3,4,6,3,4,4,"History of the Old Town Scottsdale, Arizona","3,4,2,1,5,6",4,3,1,2,5,6,5,4,4,Former President George H.W. Bush biography.,"2,5,1,4,6,3",3,1,4,2,5,6,88721007918,3
2022-02-14 14:36:43,2022-02-14 14:40:41,0,73.145.147.39,100,238,1,2022-02-14 14:40:42,R_1l5nuiXeAvhH0nb,,,,,42.7366943359375,-84.475799560546875,anonymous,EN,0.89999997615814208984375,,0,0,,3,2,4,sore throat folk remedies,"5,1,4,3,2,6",2,5,4,3,1,6,,,,,,,,,,,,,,,1,2,3,altitude sickness prevention,"1,3,4,5,2,6",1,5,2,3,4,6,1,1,4,History of Old Town Scottsdale,"1,3,5,2,4,6",1,4,2,5,3,6,3,2,3,George H.W. BUsh biography,"5,6,2,4,1,3",5,3,4,1,2,6,50896153340,1
2022-02-14 14:34:05,2022-02-14 14:41:18,0,98.246.93.102,100,432,1,2022-02-14 14:41:19,R_wNqlJufJN3Q8OhH,,,,,45.6652069091796875,-122.5214996337890625,anonymous,EN,1,,0,0,,5,5,5,Best recommended home remedies for a sore throat,"5,4,1,2,3,6",3,4,5,2,1,6,,,,,,,,,,,,,,,5,5,5,How to avoid and treat high altitude sickness,"5,1,4,3,2,6",2,5,4,3,1,6,1,4,5,"History of Scottsdale, AZ","3,1,5,4,2,6",2,5,1,4,3,6,5,4,5,Best biographies of President George H.W. Bush,"6,5,2,1,4,3",4,3,5,2,1,6,95274823310,1
2022-02-14 14:30:55,2022-02-14 14:41:55,0,154.13.49.57,100,660,1,2022-02-14 14:41:56,R_3lKdo51Glw5MvrS,,,,,40.7041015625,-73.61840057373046875,anonymous,EN,0.800000011920928955078125,,0,75,,4,4,5,Why didn't go the hospital.,"5,4,3,1,6,2",4,6,3,2,1,5,,,,,,,,,,,,,,,4,5,4,What are techniques and treatments.,"4,5,1,3,2,6",3,5,4,1,2,6,5,4,4,The history of wonder.,"3,1,4,5,6,2",2,6,1,3,4,5,4,5,4,What are the interesting news to him.,"6,2,5,1,4,3",4,2,5,3,1,6,83873025996,3
2022-02-14 14:35:06,2022-02-14 14:42:00,0,73.203.178.160,100,414,1,2022-02-14 14:42:01,R_10JzUctDjuhWibd,,,,,35.2082977294921875,-89.8058013916015625,anonymous,EN,1,,0,0,,5,4,4,Home remedies for a sore throat,"5,1,4,3,6,2",2,6,4,3,1,5,,,,,,,,,,,,,,,4,4,4,How to avoid getting altitude sickness,"5,1,2,3,4,6",2,3,4,5,1,6,3,4,4,What is the history of Old Town Arizona?,"3,5,1,4,2,6",3,5,1,4,2,6,4,3,4,biography of george h bush,"5,2,6,1,4,3",4,2,5,1,3,6,37435112330,2
2022-02-14 14:35:54,2022-02-14 14:42:10,0,172.219.207.73,100,375,1,2022-02-14 14:42:11,R_3m9vig7D3vFnMIf,,,,,51.109405517578125,-114.048797607421875,anonymous,EN,1,,0,0,,4,4,4,What are the folk remedies for sore throat?,"5,1,4,2,3,6",2,4,5,3,1,6,,,,,,,,,,,,,,,2,4,4,"What can you do to prevent high altitude sickness and what is the treatment? ","4,3,1,2,6,5",3,4,2,1,6,5,2,4,4,What history does the town of Scottsdale have?,"3,1,5,4,2,6",2,5,1,4,3,6,3,4,4,Who is George  H. W. Bush?,"1,5,2,6,4,3",1,3,5,2,4,6,47599303745,2
2022-02-14 14:40:51,2022-02-14 14:43:26,0,207.202.164.176,100,154,1,2022-02-14 14:43:27,R_1qg2IR4QyET5d05,,,,,40.2449951171875,-75.1331024169921875,anonymous,EN,0.89999997615814208984375,,0,25,,3,4,3,very useful and good,"6,2,3,1,5,4",4,2,3,6,5,1,,,,,,,,,,,,,,,4,3,4,very useful and good,"6,2,4,3,1,5",5,2,4,3,6,1,3,4,5,very useful and good,"6,4,1,3,5,2",3,6,4,2,5,1,4,3,4,us president topic,"6,3,5,1,4,2",4,6,5,3,1,2,19863400491,4
2022-02-14 14:33:44,2022-02-14 14:44:20,0,24.214.218.152,100,635,1,2022-02-14 14:44:20,R_1IRDfLQSKth60ev,,,,,32.852996826171875,-79.98760223388671875,anonymous,EN,1,,0,0,,4,4,4,Home remedies for sore throat,"1,5,4,2,3,6",1,4,5,3,2,6,,,,,,,,,,,,,,,1,2,4,altitude sickness prevention,"1,2,3,4,5,6",1,2,3,4,5,6,2,4,4,Old Town Scottsdale history,"1,3,5,2,4,6",1,4,2,5,3,6,4,3,5,President George H.W. Bush,"5,2,6,1,4,3",4,2,5,1,3,6,68409450962,1
2022-02-14 14:38:47,2022-02-14 14:44:36,0,174.60.85.176,100,348,1,2022-02-14 14:44:36,R_3O2I2i3CX3srcLv,,,,,40.17779541015625,-77.2328033447265625,anonymous,EN,1,,0,0,,5,4,5,sore throat home remedies,"1,5,3,4,2,6",1,5,3,4,2,6,,,,,,,,,,,,,,,4,4,4,high altitude sickness prevention,"1,5,3,4,2,6",1,5,3,4,2,6,2,4,2,Highway 17 Scottsdale history,"3,1,5,4,2,6",2,5,1,4,3,6,4,4,5,George Bush President biography,"2,5,1,4,6,3",3,1,4,2,5,6,98505885568,1
2022-02-14 14:41:54,2022-02-14 14:44:46,0,98.14.147.148,100,172,1,2022-02-14 14:44:46,R_1psrrz64M8q2bpL,,,,,40.7364044189453125,-73.86949920654296875,anonymous,EN,1,,0,0,,4,4,5,folk remedies for sore throat,"1,3,2,4,5,6",1,3,2,4,5,6,,,,,,,,,,,,,,,2,2,1,altitude sickness,"2,3,5,4,1,6",5,1,2,4,3,6,1,2,2,Arizona town history,"4,3,5,2,1,6",5,4,2,1,3,6,3,4,4,President George Bush bio,"6,1,5,4,2,3",2,5,4,3,1,6,89135502146,2
